polarity,final_messages
1,"haha he's killer
it's not actual croquet altho we did watch a few rounds, it's more of a festival with food trucks and some croquet lawns"
0,meerkats
0,compare the meerkat.com
0,i feel that meerkats have been overhyped somewhat
0,"hey, i'm alright"
0,"nah, i did hear it, though"
0,"not much, going into uni to tutor for vcess"
0,what about you?
0,psychology
0,"yep that was when she was younger, she's fatter and more demented now"
0,"awwww, puppy raiser!"
0,"mine's a golden retriever, which means more hair"
0,and they eat everything...my doge just ate a whole stick of lipbalm the other day
0,🍓
0,it tastes like beeswax
0,yeah
0,i don't eat lipbalm lol
0,"i am actually presently not drinking, however i do attend alcohol fuelled events and watch my friends get really drunk"
0,which is always great fun
0,free alcohol is the best kind
0,my friends usually drink at house parties and stuff because alcohol is expensive
0,unless someone passes out on the pile of kindling
0,yes. it's why i don't drink anymore
0,yep. many splinters.
0,"haven't started, i'm only taking one class at 3"
0,i think they're doing some kind of taylor swift themed trivia right now
0,the theme song for VCESS is blank space
0,haha yeah i don't really like swift but the video for blank space is a revelation
0,🎧
0,"nah, i'm on uni holidays"
0,wbu?
0,that's always fun
0,work?
0,do you work at a club or something?
0,well it was only wednesday night
0,i didn't know people liked getting smashed on wednesdays
0,gambling is kind of ick
0,yeah there are a lot of thursday nights around melbourne
0,"not bad, just watched the new ahs"
0,"gambling is such a downward spiral, it's a mental illness"
0,ahhh
0,yeah
0,ha yeah it's really quite distasteful
0,some of my friends get horribly excited around cup day and start betting on horses (ick)
0,fair enough
0,haha yeah
0,when all the horses died
0,two
0,one died after the race
0,it was swotvac and i saw them play the footage on the news 😢
0,hiking? as in going off into the bush and wandering about
0,haha i live in the city
0,ah nice
0,enjoying glenferrie road?
0,i used to go there all the time like when i was in high school
0,near swinburne? i think i know the one
0,ruyton
0,wbu?
0,is that near bulleen?
0,blue and yellow
0,"ah k, i don't really know any train lines well haha"
0,i have to go sort out my lunch i'll ttyl
1,"good, how r u?"
0,croquet
0,if you're in pain
0,there's a way you can take nurofen and panadol alternately to maintain enough painkillers in your system
0,you take nurofen then two hours later you take panadol
0,"and so on, because you can only take each on every four hours"
0,the only thing i learnt from pharmacology
0,i think they'd give you morphine then
0,next time?
0,okay
0,i haven't come across any of those
0,"i did come across people looking for a threesome, and some BDSM enthusiasts"
0,there were some NSFW pictures on those profiles
0,hahaha
0,well i corrected some guy's word choice and he became highly offended
0,"i mean, vocab is kind of important."
0,"""what's another word for smartass?"" lol"
0,hahaha
0,"the irony.
yes i've heard of stephen fry, i've seen some of his films"
0,i've heard of it
0,i've seen some of my friends on it
0,and then i tell them
0,hilarity ensues
0,yeah was pretty funny
0,that would be awkward
0,i'd say hi
0,but if i wasn't alone that might get awkward
0,i've seen friends at uni or on the street and not bothered to say hello if i'm too busy or they look occupied
0,not really
0,why?
0,hahaha mine whines in the car the whole time
0,she doesn't really like it
0,terrified of skateboarders in the park too
0,what kind of dog?
0,aw a little doge
0,*you're
0,well if you're only going to type two words
0,might as well whack in the apostrophe
0,haha yeah
0,weimaraner
0,yeah
0,a few people thought she's a lab
1,OMG FLUFFEH
0,"yes it annoys me too, mine's cream so it used to happen all the time when she was a puppy"
0,"yeah, it's been alright, doing some work and listening to some tunes"
0,do you miss your doges
0,"i'm volunteering at uni, teaching disadvantaged vce kids so i was making notes for that"
0,a friend of mine is from nsw but is down here for uni and she misses her GR like crazy
0,"indie rock indie pop, some punk rock and everything in between"
0,"yeah it's good fun, lots of fun activities and things"
1,"why thank you, what do you listen to?"
0,favourite band?
0,where are you studying that?
0,"my favourite band is life in film, they're kind of under the radar, they haven't had an lp out yet"
0,but their sound is cool and they're smiths-y
0,they are! but a nightmare to get their releases
0,last time i had to import a copy from deutschland and from a dodgy ebay seller
0,why are you advertising a tattoo parlour?
0,mac de marco is the fucking bee's knees
0,laneway?
0,"i'm going to the hifi sideshow, should be interesting"
0,hi
0,it's wordplay
0,shellfish
0,i have to get some 💤 i'll ttyl
0,excuse me?
0,rabbit food 🐰
0,do you actually like salad that much?
0,it's wordplay
0,yep
0,i drink the stuff but i don't actually smoke it haha 🚬
0,🐙⚓️🌊
0,um
0,vomit
0,is one word sufficient?
1,"haha, formal date one year"
0,booze enthusiasm
0,wine?
0,i think it was cruisers
0,"many, many cruisers"
0,well it was a high school formal
0,"or rather, the after party"
0,did you get that last picture from tumblr
0,what
0,cates and doges
0,"excellently, thank you for asking"
0,dude you have a picture of your face plastered on a cat's
0,what kind of semi acoustic is that?
0,epiphone?
0,"gretsch, nice"
1,i have a epi dot 🎸 but i'm terrible. i prefer my little uke
0,what do you play on your gretsch?
0,yeah what kind
0,haha nice
0,🎷
0,"a friend of mine is like that, and ironically his name is also josh..."
0,"he's doing jazz sax at uni, not sure how good he is though"
0,it's wordplay i don't make a habit of it
0,http://healthland.time.com/2013/06/05/smoking-alcohol-the-dangerous-way-people-are-getting-drunk/
0,nah
0,i did not know we had quite achieved singularity
0,dude you clearly don't know what singularity is...
0,it's when AI can fuse with human consciousness...
0,"your bio says you were reprogrammed by AI? dear god, this is the last time i'm referencing someone's bio."
0,well
0,"and yes i am, although now i'm doing a pathology major"
0,"if you like liver cirrhosis, sure"
0,you can expect liver failure in the future 🍻
0,are you at uni?
0,haha
0,but holidays right?
0,"let me guess, eng"
0,hence the ai thing
0,i imagine it'd be a lot easier to do that course as a cyborg
0,for what?
0,but could 5 V elecrocute someone?
0,and besides you'd be made of some kind of alloy and be conductive...
0,what are you up to this hols?
0,just a few
0,happy to help!
0,"well i'm volunteering/tutoring for vcess, going to a few laneway sideshows and generally messing around"
0,haha yeah not like that
0,"um thanks, i think the word you're looking for is astute"
0,i don't know what the female population of tinder's like but i hear there are a lot of spambots
0,i've only see one spambot and it was a cartoon...
0,"NO. and i'm not, i was being helpful"
0,it was implied
0,???
0,i don't comprehend
0,are you high or something
0,i'm well and that sounds patronising
0,how are you?
0,you're being patronising
0,i am presently watching my dog snore
0,it's only 10
1,why on earth are you trying to go to sleep at 10?
1,"fair enough, i'm on holidays right now"
0,do you know any vance joy songs other than riptide
0,nah
0,"no offense, there are many a psychopath on tinder"
0,lol yeah fair enough
0,how was your day?
0,today wasn't even that warm
1,was it? 🌞
0,what did you do?
0,i didn't really leave the house today except to walk the doge
0,you saw me walking my doge?
0,how is that possible
0,that's ironic because i didn't take the dog out of the backyard...
0,yeah people always forget to change those things
0,what an elegant conversation starter.
0,"nah, you don't look like you'd be very good at it"
0,excuse me?
0,weimaraner?
0,or great dane?
0,weimaraner
1,😸
0,"not much, day off from volunteering :)"
0,uni
0,"it's only a seasonal thing, good fun and such"
1,cool doge
0,my friends thought so too
0,"nup, it's wordplay"
0,i go by michelle in civilised circles
0,i changed it but tinder's slow to update
0,nup friends came up with it at school
0,okay
0,"it's not very original, given your name"
0,compact it into a short story
0,lol
0,everything's funny at school
0,everything also sticks from school
0,i got that name like 6 years ago
0,ttyl
1,nice mug ☕️
0,are you a comm kid?
0,lol no science at melbourne
0,let me guess are you double majoring in accounting and finance?
0,damn that's right 50% of the time
0,i did intro micro in first year (big mistake) and nearly everyone in my tute was doing that
0,no accounting and finance
0,omg one of your photos has the CSS stamp on it
0,^
1,🙀
0,what's your major then?
0,you like maths then
0,do you know amy?
0,"well that's not going to end terribly well for you then, is it?"
0,🔢
0,if you're 3rd year i should probably congratulate you for not dropping out
0,i heard it's killer
0,lovely
0,and then you'll commit suicide?
0,well do it with pills or something
0,you don't want to scar the kids for life
0,you decided to jump?
0,"that's a terrible idea, very messy"
0,"you're superman, that's really the only explanation"
0,congratulations 🐤
0,that is by far the strangest thing i've heard on tinder
1,including the guy who is into bdsm
0,"also ducks can't fly that high, can they?"
0,"if you're friends with amy, do you know jeremy and mitch and crew?"
0,"hi, not bad, how about yours?"
0,how was falls? i went to a george ezra sideshow the other day which was wicked 🎸
0,have you heard of perse?
0,*persaverance but everyone calls it perse
0,or persa
0,"yeah, my friend is kind of obsessed with their 90s night"
0,haha as long as the dj is not an idiot it should be okay
0,yeah themed djing is a lot simpler
0,i'm not usually into house music or EDM or whatever that stuff's called
0,did you go to splendour last year? they had a really good lineup
0,ooohhh jazz
0,"nice, i didn't go but i saw sky ferreira and the strypes in melbourne"
0,studying after a few drinks...?
0,"hahaha, i do science"
0,"not anything remotely related to engineering or maths tho, thankfully"
0,for the lols...
0,okay well not exactly
0,"alright, it was 90s night but the dj was kind of terrible"
0,"i had fun though, some really old school tunes 🎶"
0,actually i'm going to hospital to visit someone
0,"haha, yeah it's only a little appendix and they're all good 😸"
1,how was your day
0,where are you going?
0,and why is it so stressful?
1,"nice, i like to overthink things too"
0,canada's cold
0,but maple syrup
0,"yeah, well it's better than underthinking things"
0,my mom used to live in canada
0,and we went to the mountains and they had this cool thing
0,where they roll a paddle pop in maple syrup
0,then dip it in snow
0,nice
0,"they drive on the other side, right?"
0,nice to the mountains
0,because it wasn't terribly original
1,nice crown
1,greetings 😸
0,"alright, how are you?"
0,recovering from persa last night
0,oh really?
0,a friend of mine is kind of obsessed with their 90s night
0,"the dj's not great, though"
0,i think themed sets are a safe choice
1,it was insanely crowded. did you have fun?
0,"yeah it was alright, had some strange conversations with these guys outside the window..."
0,"we went mostly because it's close to my house, but there are better joints further out"
0,"i don't normally go anywhere, i get too busy during semester. a lot of people i know go to seven or ritz"
0,someone i know djs at seven but i doubt he's any good
0,oh what are you doing at uni?
0,"science at melbourne, probably majoring in path"
0,it's a little grisly
0,surely your parents didn't name you postman?
0,because
0,it's a job description...?
0,i figured
0,why are you called postman?
0,hahahahaha
0,"no, it's wordplay"
0,shellfish? some of my friends came up with that
0,it's getting kind of old
0,everyone asks me about it...
0,"nah, i've changed it back but tinder hasn't quite caught up"
1,what are you doing on tinder?
0,high 5
0,"for that, neither do i"
0,hahahaha that's pathetic
1,i didn't know boys were so into instagram until i downloaded tinder
0,all my friends who are boys have accounts but have like 1 photo on there
0,amateurs
0,just honest
0,haha
0,listening to my new wax
0,wbu?
0,"nice, i'm still waiting on the sequel"
0,i think i watched it the first time like 5 years ago...
0,OH
0,i don't know anything about anime...
0,lol i know
0,"i can't comment, however"
1,"same, are you at uni?"
0,i've been watching blacklist
0,yep
0,science at melbourne
0,📚
0,?
0,oh nice
0,not doing a postal degree?
0,✉️
0,yeah fair enough
0,"yep, graduating at the end of this"
0,year
0,i'd like to get into medicine
0,and go to med school
1,sweet wallpaper
0,um...no i haven't heard new guernica
0,i meant in the photo
0,i don't usually go to clubs my friends and i drink at house parties and stuff mostly
0,which ones the best then?
1,well alcohol is expensive... haha EDM? i'm more indie rock/pop but that's not really for dancing
1,"um the national, jack white, charli xcx (don't laugh), karen o, jake bugg and all that jazz"
0,life in film is my favourite band
0,"yes she's alright if you get beyond fancy 😳
life in film is somewhat bloody slow with their releases, some kind of record deal bustup, apparently they're very smiths-y whatever that means"
0,hahahahaha
0,"how old is he, dear god he's not like 10 or something"
1,FLOAT ON
0,"good news for people who like bad news, kind of the extent"
0,"didn't know they were that old, will have a listen 🎧"
0,"just whatever i like, really. i mean i like coloured vinyl, like the new vampire weekend comes in white"
0,jack white's new one has some really cool tricks on the wax like this angel hologram thingy
0,"i know, it's wicked, your siblings appear to have good taste in music"
0,have you heard of his liquid record?
0,he's even done one with flower petals stuck in the middle
0,liquid filled record...
1,liquid filled record < record named liquid 😜
0,what's the deal with cigars?
0,nah
0,is that a wolfhound?
0,why's what?
1,because doges are cool
0,"mine's pretty humble too, i only started collecting about a year ago"
0,jack white lazaretto
0,haha yeah i saw a youtube video of it before i bought it so no surprises there
0,i just like coloured vinyls mostly
1,"haha i've heard about that one, it's like impossible to get
i have a splatter vinyl, a white vampire weekend record, a little red EP from life in film and a clear green fratellis one"
0,science 🔬
0,and frank zappa is the one who named his kid moon unit...
1,"but op shop vinyls are the best, i've decorated my wall with them :)"
0,what about you?
0,uni?
0,what's corporate av? as in sound eng?
0,data projectors live to spite humans
0,i swear they never work when they're supposed to... well at uni anyway
0,greetings
0,why do you cry at night?
0,is that the lane off degraves?
0,i know the laneways quite well
0,"how rude! i love my lanes, and degraves has cupcakes"
0,"laneways have food, duh"
0,"yes they are, i only go there for food, and maybe the art store back in the day"
0,why do you hang at on degraves so much
0,cae?
0,and there's better coffee
0,did not know that
1,i think i know someone who went to cae
0,do you know briony?
0,i think she goes by bree now
0,"don't think so, i think she dropped out"
0,refrigerated 🎨
0,amphetamine
0,ice
0,i only do legal drugs
0,💊
0,that's not patronising at all
0,idk
0,"well i'd need a prescription, for legal drugs"
0,and are you listed on the therapeutic goods admin register?
0,lol
0,is that from paint and glow?
0,what's the doge's name?
0,a scaredy cat?
0,thanks
0,what about your other doges?
1,🐶
1,🐩🐾
0,but doges are the best
0,what are the two others called
0,doges < people
1,🐩🐩🐩🐩🐩🐩🐩
0,what kind of poodle?
0,nah
0,um. that doesn't really work.
0,um i'm going to a bar to watch my best friend get really really drunk
0,vodka.
0,is that goon?
0,fuck that's a lot of red wine
0,how's the pet detective thing going?
0,those sherlock hats look ridiculous
0,"but you still have the monocle and the pipe, right?"
0,ce n'est pas un pipe.
0,last dog you investigated?
0,"that's an excellent story, poor Jake. and bloody possums"
0,thank you haha
0,"i'm alright, recovering from the heat wave, how are you"
0,"yep, today's weirdly cold. i'm volunteering next week and have to study some old VCE stuff so i don't make a massive fool of myself 😦"
1,do we...
1,1am isn't really that late
1,"hi, i'm alright, how are you?"
0,is that a photo from palace theatre?
0,i can't believe they want to tear it down
0,i've only ever seen one show there but it's such a wicked venue
0,😢
0,are you in a band or something?
1,nice dog
0,my first thought was uncle vernon from harry potter...
0,"yep, i have a golden retriever named honey"
0,"uni, wbu?"
0,"i do science, which i'm going to finish this year"
0,vet bioscience?
0,"i have no idea, i have about 2 weeks to pick a major"
0,"nope, lights are all on"
0,you're like 19 kilometres away according to tinder we wouldn't be on the same part of the electrical grid
0,um sorry...?
0,i was just saying
1,🐶
1,hey that's a cool doge 🐶
1,nice nails 💅
0,"i believe you, it takes practice to not colour outside the lines"
0,lol
1,what else are you into? other than smoking and nail art
0,a dart? isn't that like a cigarette
1,"i'm at uni, what's your band's name"
0,/what kind of music do you make
1,that's a good idea they're coffin nails
0,punk is gooooood
1,🎸🎤
0,"science at melbourne, mostly health sciences type stuff"
0,"i don't know fidlar, i'm into indie rock (and pop, sometimes) but i'll listen to anything decent"
0,indie rock is the shits
0,british mostly
0,"the national, palma violets, jack white, life in film, catfish"
0,went to george ezra last night but that was more bluesy 🎶
0,jack white's lazaretto my god
0,yeah i have it haha
0,"oh i don't have the ltd ed, is that the blue one?"
0,i collect coloured vinyl
0,yep
0,yeah and the angel hologram
0,yep
0,it's not ltd ed they did a repress when it sold out
0,haha yeah he's made so many cool records
0,liquid filled and flower petals and shit
0,"really? he's pretty serious rock, if you skip the slow songs"
0,"um, i play the uke and i have a little semi acoustic that i mess around one"
0,uni's kind of a time consuming activity
0,go to shows to watch said indie bands
0,"i skip the slow country songs, they're shit"
0,nice which one?
0,hahaha
0,"yeah i like melbourne, but i'm not entirely sure i'd know what to do if i didn't go to uni"
0,where'd you go?
0,"i would sort of be doing nothing if i didn't go to uni, that's what hols are like for me"
0,"new york, the empire state"
0,i haven't been anywhere on my own
0,"i've done most of europe, spain was my favourite but always with mom"
0,"no, my mom is not a fan of the soviets, i'd love to go but $$$"
0,germany is as far as i've been east in europe
0,"yeah i know, some of them are kind of dangerous. i want to go to damascus the most but srsly, assad 😿"
0,cuba is probably most like that
0,it has no maccas
0,well russia fucked them over pretty bad 🙀
0,idk i need my maccas fix every now and then
0,"i make a point of having maccas in different countries, so many different menu options 🍟🍔"
1,favourite thing from maccas?
1,"lol a pounder, i've seen someone eat that"
0,chicken nuggets + the little cheeseburger
0,but those popping candy frozen thingos 😻
0,isn't that a canadian thingv
0,?
0,"it has a name, it is amazing, i've had the same at lord of the fries"
0,you put the accent on cliché the wrong way haha
0,haha where'd you have it
0,haha i'm just weird and i thought i'd point it out
0,omg luna park i haven't been in so long
0,do you live in st kilda?
0,yeah i know where elwood is lol
0,carlton
0,as in deep in hipster territory
0,haha i live at home
0,"i don't really drink ☕️, red bull's my caffeine of choice"
0,red bull?
0,as in that soda drink that comes in cans
0,i lived at college for a semester but i couldn't stand it
0,how is this possible? it's an energy drink
0,"""red bull gives you wings""????"
0,OMG
0,next time you go to the supermarket
0,no it's like fruity
0,like V? but different
0,V is an energy drink...
0,no it's not like a big m hahaha
0,you're trolling me
0,trollzz
0,haha you're on a phone tho aren't you?
0,safari? or chrome or whatever web browser it is?
0,lol you are such a troll
0,or a dipshit
0,i hope so
0,i figured you did
1,haha yes
0,hahaha
0,i still drink it on the sly
0,my mom has a personal vendetta against the stuff
0,haha it tastes good
0,no duh
0,all that sugar and taurine
0,swotvac is when i get really stuck into it
0,cat juice?
0,i know cats need it
0,does it come from cat pee?
0,lol i am not a vet student
0,but they probably synthesise it chemically now
0,well red bull has less caffeine that an average cup of coffee
0,that's how i rationalise it
0,but they still make jelly from horseys
0,(jelly crystals)
0,gelatin? idk
0,"i can't drink coffee cos milk, i'm lactose intolerant"
0,i do occasionally hit up market lane if it's cold tho ☕️☕️☕️
0,lol probably it's overdiagnosed
0,boys just like won't talk about it
0,"um, i do drink coffee sometimes"
0,i just can't really do it on a regular basis
0,"also soy milk, but that tastes funny"
0,it's not a struggle haha
0,they make lactose free milk
0,"and i eat all other dairy products, it's just milk that gives me abdominal pain"
1,🍦🍦🍦
0,omg you need to like explore the supermarket
0,they pasteurise it in a different way so the lactose
0,breaks down into its composite sugars
0,lol lactose is a special little sugar
0,does your band's facebook page feature the rock?
0,at least that's what it looks like
0,"*scroll down* ""Make it so there's more of my guitar and less of everyone else's shit"" - Wilson Jones"
1,went to uni to do some volunteering 😸
0,i thought bands were supposed to be not about one person? *cough*
0,"VCESS, it's a summer school for disadvantaged students"
0,i'm tutoring psychology 📝
0,lol that never works
0,it's only for 2 weeks starting next week
0,today was admin and sorting stuff out
0,look at paul mccartney...
0,how lovely!
0,and then you'll have no friends
0,and your solo record will be panned by pitchfork
0,the 4th dimension?
0,"how nice, it better be on vinyl and not like mp3s or something"
0,also avant garde lo fi sounds like Beck...
0,"i'll be scathing but if it's on vinyl, it'll be less terrible"
0,how's your day been?
0,same i had to get up at 8 tonight
0,ooh a band?
0,"oslo, nice"
0,all the way from norwegia
0,oh
0,norwat
0,*norway
0,not norwegia
0,lol i know but i was joking norwegia is not a country
0,but oslo is in norwat
0,*norway
0,my best friend cannot do geography
0,she thought scandinavia was a country
0,i have to be really careful now because i talked about siberia and she thought that was a country
0,google it
0,i'm not being annoying
0,it just geographical jokes do not end well with my friends
0,yeah
0,it's like a big chunk of land
0,split into three countries
0,denmark is sometimes considered part of it
0,"lol, they all have weird names too"
0,"like burma is now called myanmar, why did they even do that"
1,"i don't think anyone cares, outside of myanmar 😜"
0,haha why not
1,"i have to go to dinner, have fun at the show"
0,what kind of music do they play
0,"i don't judge spelling haha, grammar's another story"
0,nice
0,i should remove that from my thing
0,far too many people are curious about it
0,it's wordplay
0,what did you do with those rabbits
0,you actually hunt animals?
0,i know they're stuffies
0,i don't hate on people who hunt
0,"yeah i figured, it's just not something i believe in, but hey, people do a lot worse"
0,"alright, wbu?"
0,isn't it eleven herbs and spices?
1,🙀
0,you put it into a bong and smoke it
0,i do not recommend trying it
0,well you need to know how to smoke it properly can't just up and decide to have a bit of smoke of the alcohol
0,lung cancer
0,well you're at risk of cirrhosis of the liver
0,that can lead to liver failure
0,or cancer
0,i make no promises
0,"no, mine's out for servicing"
1,your first photo looks like a token indie band pic
0,nice donkeys
0,what does gainfully mean?
0,nice doge
0,pegasus
0,hercules had a pegasus
0,and fluffy
0,"why, are you planning on acquiring an exotic pet?"
1,🐦🐴
0,no...dogs r the best
1,"plus customs would be a nightmare, can you imagine them wrangling a pegasus?"
0,maybe a pegacorn?
0,but unicorns
0,sandpaper? to make it less pointy and hazardous
0,"nah, it's a horn, doesn't hurt them at all to file them down"
0,they do that to rhinos so poachers leave them alone
0,first year biology?
0,lol no science kid at melbourne
0,i did first year biol that's it
0,um i haven't quite decided...maybe pathology or anatomy
0,i want to go to med school 💉💊
0,but we'll see how that pans out
0,what did you do at monash?
0,haha why?
0,ANOTHER one?
0,haha righto
0,"aww, which uni?"
0,ah nice
0,i'm 3rd year this year and sitting the gamsat again
0,such fun
0,WHY? i want to stay in melbourne
0,fair enough
0,after year 12 i could have gone to queensland for med school but QLD...
0,you didn't like monash?
0,yeah i guess
0,which major did you do?
0,omg embryology is so cool
0,we don't have that as a major
0,did not know that
0,i didn't do any cell biol subjects in 2nd year
0,but neural crest 👌
0,what are doing now? garage-banding?
0,i'm alright with memorising but i just like dissection honestly
1,saying that in the least macabre way possible
0,"nice, i'm volunteering this summer as well"
0,"not really, i've seen it once or twice to freak out about gamsat scores haha"
1,😸😸😸
0,"yeah, i know"
0,"i went through all of that after year 12 as well, except with umat"
0,hahahaha
0,did you decide to go after med school afterwards then?
0,what kind of tradie?
0,that would probably be a little easier than trying to get into med school
0,but really early mornings
0,i'm well aware
0,especially in surgery
0,i'd love to do surgery
0,but that's impossible to get into
0,maybe psychiatry
0,"i do, might be less fun if blood's squirting all over the joint"
0,specimen's i've seen are mostly 20 year old varieties
0,so no blood to be seen
0,"yeah, i've heard"
1,haha yep good luck with that
0,"the ptero/pegasus line is odd, FYI"
0,i have no idea why i'm on tinder honestly
0,"and i don't doubt it, i've had some pretty strange conversations"
0,"i'm not looking for anything long term, i can't really have relationships during semester"
0,"probably, i have no idea what i want/am looking for"
0,"in the meantime, i have to catch some 💤 cos i have to actually go to uni tomorrow and look alive"
0,cigarzzzz
1,haha i have a box i bought at madrid airport for shits and giggles
1,i think they're kind of cool but lung cancer 🙊
0,i am far too uncoordinated for that
0,"yes, that and throat cancer"
0,cigar lounge?
0,they exist in melbourne?
0,oh wow
0,well i suppose if it's a place dedicated to smoking it's not so bad
0,they're banning smoking in public spaces soon i think
0,what are you doing with all that furniture then?
0,a lot of airfreshener
0,but those are for cars
0,you need like a spray can type thing
0,what kind of sound do you make?
0,haha yes
1,👍
0,"punk is good, but it's kind of massively broad. are you any good?"
0,i listen mostly to indie rock of the british variety
0,which bands did u like?
0,"nice, my favourite's life in film but you've probably never heard of it"
0,"palma violets, raglans, national, jack white etc etc"
0,2 door is brill
0,haha what about you? other than 2 door
0,👍 good choices
0,british india is australian right?
0,have you heard lucy rose? she sang on some bombay tracks
0,i've heard of her but i don't really know any of her songs
0,british chick?
1,dear god i hate selfies but my hair was cooperating today and i felt obliged to document it
0,that's kind of a personal question
0,thank you...?
0,i'm going to assume it's the thing about smoking alcohol
1,hi 😺
0,i'm at a friend's house watching jackass 3
0,not my choice of film
0,why?
0,i don't have skype
0,nah i'm alright
0,"ew no, i'm not really into apps that offer the delusion of privacy"
0,*illusion
1,feel free to add me on instagram
0,i don't have a snapchat account
0,you realise snapchat keeps all your photos right? i don't recommend doing weird shit on snapchat
0,learn something knew everyday
0,didn't you hear about the snapchat leak?
0,how the hell could a mass leak happen unless they were stored somewhere?
0,do you do anything else other than snapchat and skype? or is that it
0,then why did you just ask me about skype and snapchat?
0,"um, uni? work? dogs? food?"
1,mostly 🐶
0,"lovely, i imagine it's very fulfilling"
0,i see why you haven't written anything in your bio
0,"""violent masturbator"" is probably not going to convince anyone to swipe right"
0,"""constant masturbator"" then"
0,i'm surprised you managed to stop masturbating for long enough to take your dp
0,um i get it
0,"not really, it's wordplay that some friends came up with a while ago"
0,shellfish
0,and we were in year 9
0,yes
0,well to eat fish it has to pass through the mouth and the oesphagus
0,have you ever heard of fish and chips? yes i eat fish on occasion
0,the kangaroo looks deeply unimpressed
1,where can i get some opium
0,i have heard of the tasmanian opium fields but bloody barbed wire...
0,fitzroy also used to be a bit of an opium den
1,which organs have you donated?
0,i don't think they allow that...are you going thru the black market? i hear hearts in demand
0,*are in
0,sure
1,i'm not aiding and abetting the illegal organ trade
0,save it for the kangaroos
1,cool pineapple 🍍
0,is that an antique rocking horse?
1,haha it looks just like a rocking horse i talked my mom out of buying a while ago
1,"yep, she saw one in the dentist's office and thought it was cool"
0,"i have a jackalope head on my wall, but that's a mythical creature"
1,OH GOD I HAVE ONE OF THOSE
0,"in storage i think, but it exists"
0,i think it was given to us by someone a really long time ago
0,are you a chem student or something?
0,postgrad?
0,i'm in 3rd year undergrad science
0,"i haven't picked a major yet, probably anatomy or path"
0,"path is just a major, i'm looking to go to med school afterwards. you can't qualify as a pathologist without a medical degree, but i think path leads you into research"
0,chem is so much maths
0,"i loved anatomy, but mostly for the pracs. and you're allowed to bring NOTES into exams?"
0,we had to remember the periodic table up to 36 in 1st year chem
0,so not fair! which uni do you go to?
0,"melbourne, they're hardasses up in parkville"
0,"are you from queensland then? melbourne's good, i don't think they have garment construction tho"
0,the wifi however is questionable
0,chemistry to garment construction...interesting combo
0,"indie rock and indie pop, mostly"
0,wbu?
1,what's with the bear
0,does it have a name?
1,🐻🐻🐻
0,i've heard of a trend where people take stuffed toys and take photos of the toy sitting on the eiffel tower and such
1,is that an italian greyhound?
0,hi
0,good i'm currently standing in line at corner
0,what about you?
0,with a zinger pie?
0,"i don't watch cricket but if i did i'd probably use it as an excuse to consume unhealthy food, as advertised on the television"
1,*serving suggestion*
0,wtf that's a new one
0,i wish they'd spell mint properly
1,your last photo is very enlightening
0,it showed up as a black square
0,um what?
0,french is overrated
0,well.
0,"fair enough
is that 5 of you in your photo"
0,shit i was never very good at arithmetic
1,👯👯
0,answer what?
0,"and i'm not good at maths, so?"
0,"biology, life sciences"
0,what about you?
0,please don't tranquilise the asian elephant
0,science @ unimelb
0,haha i'm 3rd this year
0,i'm guessing you're a science kid too then
0,"melbourne IS a small place, i'm having an existential crisis about my major and high five for unemployment"
0,"a lot of melbourne high kids are in biomed, though"
0,"i'm not moving anywhere when i graduate, i'm going to enslave myself in another 4 years of uni"
0,"ah good old WEHI, not sure what the burnet is..."
0,dr. if i can swing it
1,what do you want to photograph?
1,pets? people?
1,inanimate objects?
1,the green shot?
0,nice
0,"neither have i, semesters are crazy for me"
0,"then wham, holidays i get bored senseless"
0,"wow, nikon or canon?"
0,fancy
0,haha the swedish also make good food too
0,swedish meatballs
1,well how else do they get them all the way from sweden?
0,"there aren't many swedish restaurants, at least in my end of town"
1,well those sly bastards
1,there's always the ikea cookbook if all else fails
1,"thanks, are you named after a hipster essential nutrient?"
0,okay the history of kale
1,lol so your name sake is a plant?
0,i'm just curious
0,"it's a fine name, but it could be something else, like a distant relative's name"
0,cool
0,haha nice ahead of the curve by like 20 years
0,it's a nickname from school
0,shellfish
0,curious did you have a red hat?
0,haha everyone forgets to sunscreen at the snow
0,snow gogglezz
0,"i'm kind of pale, i burn pretty easily"
0,"i once burnt my ears on school camp, man that was a nightmare"
0,"wow, haven't heard that one before"
0,"no, i think the year 7s still go every year...kind of a long running tradition apparently"
0,most likely
0,?
1,"what on earth? my dog's not really the wrestling type, she's a golden retriever"
0,dogs don't live that long
0,lol well i'm not particularly fond of the institution of marriage in the first place
0,"i don't think you'll get to wrestle my dog, she's not very good at playing games"
0,haha
0,why's the vacuum cleaner called henry
0,well you shouldn't have sat on it
0,and it speaks binary
0,i don't think so he looks straight
0,thanks i'll speak to henry later
1,well why don't you speak to him yourself
1,i wouldn't try and compete with a vacuum cleaner
0,the best VW is the kombi or the beetle
0,wow
0,nice trench
0,thank you for the very kind offer i'll have to decline because i don't think that's possible
0,i'm pretty certain i'm an anatomy student
0,also i'm not keen on being cannabalised
1,there wasn't a pun anywhere up there 😸
1,😺
0,cat emoji r so good
0,r u into anything else other than cats? or is that it
0,wrong answer
0,"lol no, i'm a dog person"
0,lol no i'm not stupid i know what you're getting at
0,you're being pretty bloody obvious
1,haha how demented do you think i am... little offended honestly
0,why thank you -.-
1,i'm just playing haha
